"X","TrumpWrote","text","created_at"
10051,1,".@KarlRove stated clearly that he wants to repeal the 2nd Amendment. I thought @FoxNews was going to fire that jerk after his Romney fiasco?","2015-06-22 00:46:35"
10052,1,"""@Auburnfan2155: @realDonaldTrump @KarlRove Karl Rove destroyed the Republican Party. Time to rebuild it."" True!","2015-06-22 00:38:52"
10053,1,"""@fackinpeter: @realDonaldTrump @KarlRove theyre all jealous of your success #Trump2016 #MakeAmericaGreatAgain"" Thanks.","2015-06-22 00:38:27"
10054,1,"""@JakeKonczyk: @realDonaldTrump @KarlRove The best candidate! #GotMyVote #MakeAmericaGreatAgain""","2015-06-22 00:37:58"
10055,1,"The great Mike Wallace covered me in a much more professional manner than his son, Chris Wallace of @FoxNews. Mike was a total pro!","2015-06-21 23:50:55"
10056,1,".@MarthaRaddatz was so unprofessional and biased when discussing me on This Week. @GStephanopoulos should not allow this conduct!","2015-06-21 23:12:02"
10057,1,"""@utwey: @realDonaldTrump @KarlRove can't wait for debates! DT will crush them"" Could happen!","2015-06-21 22:41:28"
10058,1,"""@CandyThomas3583: @realDonaldTrump I tend to vote for democratic candidates, but I feel excited about you in the presidential race. 😊""","2015-06-21 22:39:55"
10059,1,"""@BK00023: Donald Trump's resume backs his run for president http://t.co/KXJPyRPK67 @realDonaldTrump #greta @ThisWeekABC"" Thank you, so true","2015-06-21 22:35:05"
10060,1,".@KarlRove, who spent $430 million in the last cycle and didn't win one race, said I'm not a candidate until I file papers. Next week Karl!","2015-06-21 22:28:29"
10061,1,"""@nytimes: If you’re a betting man, it’s time to start believing Donald Trump http://t.co/YGeFcDz6Vo""","2015-06-21 10:57:18"
10062,1,"""@I_Dont_Know_Her: @realDonaldTrump you are the best candidate for president in a long time. Hope you win"" Thanks.","2015-06-21 10:43:04"
10063,1,"""@NishantAgg23: Donald Trump is the only hope for a crumbling American economy. Hope my American friends choose Trump""","2015-06-21 10:40:56"
10064,1,"""@sugarhoney157: @realDonaldTrump He really is a great business man and gets the job done right."" So true!","2015-06-21 10:36:02"
10065,1,"""@Riggs101: Carl Icahn: Donald Trump Is Completely Correct That ""We Are In A Bubble Like You've Never Seen Before""","2015-06-21 01:52:07"
10066,1,"Who would you rather have negotiating for the U.S. against Putin, Iran, China, etc., Donald Trump or Hillary? Is there even a little doubt?","2015-06-21 00:57:54"
10067,1,"""@SenzuLean: America should be so lucky to have @realDonaldTrump even consider leading our nation"" Thank you.","2015-06-21 00:32:07"
10068,1,"""@BreitbartVideo: .@AnnCoulter: Trump Has Best Shot in General Election http://t.co/Vf6c5kvrcn via @IanHanchett http://t.co/GOQTWZhjAM""","2015-06-21 00:28:29"
10069,1,"Thank you @AnnCoulter for your nice words. The U.S. is becoming a dumping ground for the world. Pols don't get it. Make America Great Again!","2015-06-21 00:25:21"
10070,1,"My speech is right now on C-SPAN 1","2015-06-20 23:48:43"
10071,1,"""@njoh1234: @realDonaldTrump Trump speech is on C-span right now...f.y.i.""","2015-06-20 23:37:49"
10072,1,"""@Tea_Alliance: @realDonaldTrump @bobbybnews The establishment fears Trump!"" They are afraid to make America great again.","2015-06-20 23:11:55"
10073,1,"""@andrewwagner29: Its pretty clear that @realDonaldTrump would absolutely destroy HillaryClinton in a debate &amp; i really wanna see it happen.","2015-06-20 23:09:29"
10074,1,"""@bobbybnews: The only person running for President that will not betray America  for money is Donald Trump. Fox is cutting him down=Reagan!","2015-06-20 20:42:16"
10075,1,"Druggies, drug dealers, rapists and killers are coming across the southern border. When will the U.S. get smart and stop this travesty?","2015-06-20 02:22:29"
10076,1,"Mexico is killing the United States economically because their leaders and negotiators are FAR smarter than ours. But nobody beats Trump!","2015-06-20 01:54:25"
10077,1,"I like Mexico and love the spirit of  Mexican people, but we must protect our borders from people, from all over, pouring into the U.S.","2015-06-20 01:15:22"
10078,1,"Why did @DanaPerino beg me for a tweet (endorsement) when her book was launched?","2015-06-20 01:03:05"
10079,1,"""@SMW5683: @realDonaldTrump Donald trump will do this country  good! He is a businessman &amp; will know how to grow our economy""","2015-06-19 12:10:18"
10080,1,"""@ChaddRyann: Keep doing what you're doing! You're attracting attention and people are talking more then they were before! #Trump2016""","2015-06-19 12:08:21"
10081,1,"""@dcfoodsafety:  Mr. Trump you're the candidate that we have been waiting for you tell it real and you will get it done you have my vote!""","2015-06-19 12:07:36"
10082,1,"""@hollyammon:  @AndyBran @JoeNBC DONALD TRUMP has been telling anyone who would listen about the Chinese currency manipulation.""  So true.","2015-06-19 12:05:51"
10083,1,"""@HolySelena: @realDonaldTrump You are such a bright man. You have my vote!!""","2015-06-19 12:03:14"
10084,1,"""@elizwatkins: @realDonaldTrump So how many more days until you are in office? #PresidentTrump #Letstalkbusiness""","2015-06-19 12:01:04"
10085,1,"""@hufseyg: I've waited to vote for @realDonaldTrump since I was little. I can't wait for 2016""","2015-06-19 11:59:00"
10086,1,"""@CliffShep: @realDonaldTrump You've got my vote!!""","2015-06-19 11:58:34"
10087,1,"""@MrInsaf: @realDonaldTrump @AndyBran @JoeNBC @keichri I believe Donald Trump will always make the best deal for his people""","2015-06-19 11:58:26"
10088,1,"""@AndyBran: @JoeNBC  Mr. Trump nailed it! Wow: After Doubts, Economists Find China Kills U.S. Factory Jobs - http://t.co/bzYPJ5bWSo”""","2015-06-19 11:55:49"
10089,1,"""@megliq: Ive been saying ""Donald trump for preZ"" since 2nd grade.I AM YOUR BIGGEST FAN LOOK I MET U @realDonaldTrump http://t.co/LrJujtXbFJ","2015-06-19 01:09:26"
10090,0,"Make sure to follow me on @periscopeco. I will be streaming my announcement at 11AM.","2015-06-16 14:31:51"
10091,1,"Big time in U.S. today - MAKE AMERICA GREAT AGAIN! Politicians are all talk and no action - they can never bring us back.","2015-06-16 12:20:40"
10092,1,"""@jaketapper: DonaldTrump in Iowa says ""I have a Gucci store that's worth more money than Romney"" Fact check: true http://t.co/xvDVHmntvR""","2015-06-16 08:15:59"
10093,1,"""@DavidSBaldwin: @realDonaldTrump today's the day #Trump2016! Good luck!""","2015-06-16 07:35:40"
10094,1,"""@Desheay: @realDonaldTrump Your twitter banner is awesome. Cant wait for tomorrow.....TRUMP 2016..""","2015-06-16 07:35:30"
10095,1,"""@premuse: @realDonaldTrump Let's take this country back. #TrumpLeeds2016""","2015-06-16 07:34:57"
10096,1,"""@Jarod_Pitmon10: I am a full supporter of #Trump2016 @realDonaldTrump is a guy that will help this country""","2015-06-16 07:34:14"
10097,1,"""@NickyFlash2: #Trump4President #Trump2016 @realDonaldTrump""","2015-06-16 07:34:01"
10098,1,"""@Rhumeey: I really would want to see what America would look like...with @realDonaldTrump at the helm of affairs. https://t.co/zfvJpyjVoH""","2015-06-16 07:33:52"
10099,1,"""@rg_radical99: Counting down the hours to @realDonaldTrump announcement! Ready for America to become great again. Supporting you Mr. Trump.","2015-06-16 07:32:41"
10100,1,"""@_Snurk: @realDonaldTrump Love it! Always respect FIGHTERS over overrated loser POLITITIANS!! Inspire GREATNESS! #TRUMP #2016""","2015-06-16 07:30:05"
10101,1,"""@Knight276: @realDonaldTrump @realJoeMurray America can be great again with trump at the helm. Confidence counts.""","2015-06-16 07:29:50"
10102,1,"""@isabelsimon80: @realDonaldTrump @brentcfritz Donald has as good of a chance as anyone else.. 👍People like him...NO MORE POLITICIAN'S...""","2015-06-16 07:29:34"
10103,1,"""@PianoBecca: @realDonaldTrump No Amercian, really, can impact such staggering influence. Stay True! Great and savvy bizman! America: GREAT!","2015-06-16 07:29:11"
10104,1,"""@DONJUBBER: @realDonaldTrump Shock the world!#Trump4President""","2015-06-16 07:28:54"
10105,1,"""@insuraider: @realDonaldTrump is going to make Hillary's head spin tomorrow morning. Presidential Debate? Yes, please. #Trump2016""","2015-06-16 07:28:37"
10106,1,"""@brentcfritz: Today is the day America becomes great again. @realDonaldTrump has some huge news that will shock the world #Trump4President""","2015-06-16 07:04:19"
10107,1,"""@realJoeMurray: Hopefully tomorrow is the day we start to make America great again! Looking forward to it, @realDonaldTrump. #Trump2016","2015-06-16 07:04:03"
10108,1,"""@Subdoc101:Trump said on @foxandfriends today PPL are asking why would anyone give up his lifestyle to be #POTUS. The answer is #TRUMPCARES","2015-06-15 11:51:49"
10109,1,"""@LooneyTunes002: Politicians are not going to get us out of this mess. They are all talk. #SimpleTruth #MakeAmericaGreatAgain""","2015-06-15 11:43:49"
10110,1,"""@ZStr8Up: After the liberal 60's and 70's how did we end up with Reagan? Hollywood. The Donald may have a serious chance. @realDonaldTrump""","2015-06-15 11:43:17"
10111,1,"""@fyrftr211: @realDonaldTrump #Trump2016. Time for a true leader to lead our great country!""","2015-06-15 11:41:38"
10112,1,"""@MediciMario: @realDonaldTrump Pls run u would be great!""","2015-06-15 11:40:27"
10113,1,"""@FuturisticHub: @realDonaldTrump I'd vote twice for you if I could. Actually I can! On your SECOND Term as President! Go get em' Mr. Trump!","2015-06-15 11:30:53"
10114,1,"Tomorrow will be a really big day for America. MAKE AMERICA GREAT AGAIN!","2015-06-15 11:12:50"
10115,1,"Tuesday will be a big day for our country to do a complete turnaround. MAKE AMERICA GREAT AGAIN!","2015-06-14 21:18:23"
10116,1,"""@justrelaxfornow: As a nation yearns for justice and equality, that nation hopes Donald Trump will run for President. June 16, 2015.""","2015-06-14 21:15:20"
10117,1,"""@MikeLongoNYC: @realDonaldTrump Happy Birthday! Can't wait for the announcement on Tuesday, I'll be there!""","2015-06-14 18:02:12"
10118,1,"""@Knight276: Being a great president requires great negotiating skills. Trump, a master negotiator, can make America great again."" True!","2015-06-14 09:46:58"
10119,1,"""@angiecallahan4: @realDonaldTrump We need to PRAY to God for this to happen. God please make America great again. Amen!""","2015-06-14 09:42:40"
10120,1,"MAKE AMERICA GREAT AGAIN!","2015-06-14 08:23:19"
10121,1,"""@_Snurk: @realDonaldTrump YOU ARE THE MAN! You are the ONLY one of Substance! U r REAL DEAL never Bull or Hot air #MakeAmerciaGreatAgain!""","2015-06-14 08:20:56"
10122,1,"""@VeryOddDog: @realDonaldTrump TRUMP TRUMP - YOU ARE THE ONLY ONE AMERICA NEEDS RIGHT NOW THE ONLY ONE WHO CAN SAVE AMERCIA GOD BLESS U SIR""","2015-06-14 08:20:32"
10123,1,"""@mirrorgrrl: Truly Great men come along only once a genration. DonaldTrump Is That Man. Has it all- gentle wisdom,fierce biz savvy,IQ. Wow!","2015-06-14 08:17:29"
10124,1,"""@NPHBalanced: @realDonaldTrump has DEPTH, stammina, Man of the World, briliant negotiater, &amp; NOT BEING POLITITIAN he has POWER.","2015-06-14 08:16:00"
10125,1,"""@TimWByrd: DonaldTrump i have so much faith in you that if you ran for president I know your the only one who could get America out of debt","2015-06-14 08:13:18"
10126,1,"""@purpleheartwife: @realDonaldTrump you have some military caregivers in FL ready to back you! @sherrimarie73"" Thanks, call Corey.","2015-06-14 03:28:52"
10127,1,"""@DoomsdayFAN: Please run! I'm with you till the end! Everyone who wants to #MakeAmericanGreatAgain is! Vote for Trump/2016! God bless.""","2015-06-14 03:24:25"
10128,1,"""@DareMagic: Lets make this country great again and bring back the entrepreneur spirit! The only person to do that is DonaldTrump #Trump2016","2015-06-13 22:51:37"
10129,1,"Remember, politicians are all talk and no action - they will never be able to MAKE OUR COUNTRY GREAT AGAIN! Controlled by lobbyists &amp; donors","2015-06-13 20:43:51"
10130,1,"""@hogan211: @realDonaldTrump I have had it with career politicians.. You will have my vote Mr. Trump!!! Nobody owns you!""","2015-06-13 01:31:43"
10131,1,"""@JRMcClaren: @ToryIreland @realDonaldTrump is GOP’s best chance to win in Nov. 2016. #MakeAmericaGreatAgain""","2015-06-13 01:24:53"
10132,1,"""@JRMcClaren:  @purpleheartwife Had it with politicians. They never solve problems, just do the bidding of donors/lobbyist. #Trump2016""","2015-06-13 01:23:37"
10133,1,"""@purpleheartwife: @realDonaldTrump I'll volunteer to help your campaign in FL."" Thanks.","2015-06-13 01:06:33"
10134,1,"""@ToryIreland: @realDonaldTrump ONLY #TRUMP2016 has what it takes to STOP Hillary Rodham Clinton! StopHillary #NoBama http://t.co/I9HHjCp1OI","2015-06-13 01:01:39"
10135,1,"""@RealTerryPatton: @realDonaldTrump @JenCromartie Do it Mr. Trump, we are screwed if you don't.""  I agree!","2015-06-12 05:09:02"
10136,1,"""@DillonConrad0: If @realDonaldTrump ran for president in 2016, I'd be one happy camper""","2015-06-12 05:06:45"
10137,1,"""@bella270012: @realDonaldTrump @JenCromartie Waiting on that 6/16 announcement. Please don't disappoint me..... ☺"" Stay tuned.","2015-06-12 05:03:02"
10138,1,"""@Ipatriotmedia: Texans do not support RINOs We damn sure don't support #JebBush2016 Texans want leadership We want @realDonaldTrump.","2015-06-12 04:59:46"
10139,1,"""@MarcoPoloMacon: @realDonaldTrump what are you waiting for? We are waiting for you to make America great again. Please run!""  June 16th.","2015-06-12 04:57:22"
10140,1,"""@JenCromartie: @realDonaldTrump needs to run for president #Election2016 #DonaldTrump""","2015-06-12 01:58:46"
10141,1,"""@Chris_R_2014: @realDonaldTrump @TheUSALifeStyle @GOP Trump all the way!""","2015-06-12 01:58:00"
10142,1,"""@TheUSALifeStyle: @GOP #DonaldTrump #Election2016 (it will happen) GOP MUST SUPPORT Donald Trump #GOP #Politics http://t.co/CdqPiUedqs""","2015-06-12 01:47:14"
10143,1,"""@erikwill: @realDonaldTrump @CrainsChicago @TrumpChicago I appreciate the consistent focus on quality across Trump brands.""","2015-06-12 01:45:50"
10144,1,"""@DonaldJTrumpJr: A pic with @realdonaldtrump from a long time ago #throwbackthursday https://t.co/qIkziSJcMm""  A wonderful son!","2015-06-12 01:40:16"
10145,1,"""@SEETEK_AU: Watch, listen, and learn. You can’t know it all yourself. Anyone who thinks they do is destined for mediocrity.― Donald Trump","2015-06-08 00:06:40"
10146,1,"""@cevazzulia: You have to think anyway, so why not think big? Donald Trump."" So true!","2015-06-08 00:05:21"
10147,1,"""@realtysteve: Mr. Trump, I have been connected with you by one step through 3 different people in my life, and you would be a great prez!""","2015-06-07 08:47:49"
10148,1,"""@JeffJeffsc777: Mr Trump can speak, the difference, he's actually speaking of real accomplishments of risk he's had to finance on his own!""","2015-06-07 08:45:40"
10149,1,"""@Abraham: My only regret is that there isn't 3 DonaldTrump's so my daughters could marry the smartest, most handsome man in the world! Cute","2015-06-07 08:44:56"
10150,1,"""@AbrahamL1nx: ISIS would already be on ice if @realDonaldTrump was the president. We need you, sir. #MyManTrump2016""","2015-06-07 08:40:51"
10151,1,"""@NEO_SALAMANDER: @realDonaldTrump You're the type of guy we need in the White House You want to see the USA at the top""","2015-06-07 03:49:34"
10152,1,"""@JeffJeffsc777:  Timing is relevant. This is your time. The other candidates don't have an answer, if they did they'd use it, Trump Time!""","2015-06-07 03:49:09"
10153,1,"""@JeffJeffsc777:The Presidential candidates are about to be Trumped This will be a landslide the Country is ready for a leader with results""","2015-06-07 03:45:24"
10154,1,"""@c_shepler: @realDonaldTrump @newsobserver @RaleighReporter Great news!""","2015-06-07 03:43:19"
10155,1,"""@JeffJeffsc777:I believe the Country is going to think when voting for our next President It's about results that's why Trump runs he wins""","2015-06-07 03:43:07"
10156,1,"Going to North Carolina to make keynote speech - sold out crowd!","2015-06-06 20:23:50"
10157,1,"""@BlueWaterDays: A visionary who loves America &gt; @realDonaldTrump""  Thanks.","2015-06-06 05:34:35"
10158,1,"""@MarioFMartinezz: I can't wait for @realDonaldTrump announcement on June 16."" Great.","2015-06-06 05:33:50"
10159,1,"""@viksquad: @realDonaldTrump you are the man for the job""","2015-06-06 05:33:30"
10160,1,"""@jeffrey_gorski: @realDonaldTrump the time is now, please get out in front of the herd and announce, give us some hope""","2015-06-06 05:28:23"
10161,1,"""@MJVictory: @STL_Blonde DT is a better choice than ANY candidate on either side based on his vision of prosperity &amp; national security.""","2015-06-06 05:25:54"
10162,1,"""@seankesser: @realDonaldTrump @Knight276 @cdgrafics @greta It's about time we had a president who doesn't need to care about his money""","2015-06-06 05:22:25"
10163,1,"""@Knight276: @realDonaldTrump @cdgrafics @greta exactly he knows how to win important""","2015-06-06 05:07:12"
10164,1,"""@STL_Blonde: The thing that's so wonderful about @realDonaldTrump ... most people would act just like him if they were billionaires."" True.","2015-06-06 04:50:17"
10165,1,"""@cdgrafics: @greta @realDonaldTrump I'd vote for him and his morals are a lot healthier the Bill Clintons. He knows Business and con men.""","2015-06-06 04:49:44"
10166,1,"""@STL_Blonde: One of my favorite all-time @FoxNews moments: When @realDonaldTrump let @megynkelly touch his hair.""","2015-06-06 04:46:11"
10167,1,"""@TheBingle: @greta @realDonaldTrump Will be refreshing to have views from someone else who's not a politician or community organizer IMO.""","2015-06-06 04:44:14"
10168,1,"""@STL_Blonde: I believe ... no I KNOW that @realDonaldTrump would be a better president than HillaryClinton.""","2015-06-06 04:35:09"
10169,1,"""@Wallys1700: @realDonaldTrump our country seriously needs you now please run for pres #Trump2016""","2015-06-05 12:14:38"
10170,1,"Was in Iowa yesterday-great people. Record crowds at both speeches. Something big is happening. Pols are all talk. Make America great again!","2015-06-05 06:33:46"
10171,1,"""@WebDanny: @realDonaldTrump @yankzpat If you don't run, then GOP has NOTHING, hence Hilary is a 'shoe in'""  I agree!","2015-06-05 06:24:27"
10172,1,"""@krauthammer: On sale today. Things That Matter in paperback. With a new section on the Obama years. Book sucks!","2015-06-05 06:21:08"
10173,1,"Dummy political pundit @krauthammer constantly pressed the crazy war in Iraq. Many lives and trillions of dollars wasted. U.S. got NOTHING!","2015-06-05 06:18:42"
10174,1,"""@yankzpat: HEY! I got my photos autographed and shook @realDonaldTrump 's hand in Mason City. #June16th http://t.co/h0ZZUrt8pZ""","2015-06-05 06:10:38"
10175,1,"""@justariot66: @realDonaldTrump no bs Donald if you run I'm in PA you will get my vote for sure.""","2015-06-05 04:31:34"
10176,1,"""@Delna_42: DonaldTrump You're going to be the greatest President this country has ever seen. I hope you win. #Trump2016 #CommanderInChief""","2015-06-05 04:28:04"
10177,1,".@krauthammer pretends to be a smart guy, but if you look at his record, he isn't. A dummy who is on too many Fox shows. An overrated clown!","2015-06-05 04:19:14"
10178,1,"""@Bobzilla305: @realDonaldTrump @krauthammer is a progressive making money off of the Conservative viewership"" A total loser!","2015-06-05 04:10:24"
10179,1,"""@foxandfriends: Donald Trump: I Would Be the Jobs President http://t.co/LldABpiLaQ""","2015-06-05 03:59:55"
10180,1,"One of the worst and most boring political pundits on television is @krauthammer. A totally overrated clown who speaks without knowing facts","2015-06-05 03:55:04"
10181,1,"""@EatSleepDan: I want to see @realDonaldTrump run for president.""","2015-06-05 02:48:00"
10182,1,"""@CloseTheDealTV: Go to work, be smart, think positively and WIN! @realDonaldTrump #quote""","2015-06-05 02:47:51"
10183,1,"""@NEYAM760: Trump 4 president! @realDonaldTrump""","2015-06-05 02:47:39"
10184,1,"""@BlueyesBeauty: @realDonaldTrump #trump2016 epic things will be done! He will make the changes that we need!""","2015-06-05 02:47:32"
10185,1,"""@123Jayne: @realDonaldTrump I have just one question please...will you be running for President 2016? We really need you!""","2015-06-03 22:23:19"
10186,1,"""@Alex_WJ_Milne: @realDonaldTrump looking forward to seeing you there in the Tar Heel State! #Trump2016""","2015-06-03 22:23:00"
10187,1,"""@MJosephSheppard: ""Sound The Trumpets For A ""Trump 2016"" Presidential Run"" Hear what he has to say @realDonaldTrump http://t.co/IbAcdzd7Pg""","2015-06-03 12:53:45"
10188,1,"""@SebuFrick: After watching 2h Trump interviews, I came to the conclusion that he might have a shot at the presidency in 2016 #Trump2016 #?""","2015-06-03 12:53:09"
10189,1,"""@mikegallagher24: @collinsworthsnf Interview @realDonaldTrump during Jim Kelly Shootout.. https://t.co/h2Jgjc3RIZ""","2015-06-03 12:45:07"
10190,1,"""@Tradingforex24: Sometimes your best investments are the ones you do not make. Donald Trump 03.06 07:45""","2015-06-03 06:10:15"
10191,1,"""@RayYedman: Rephrase &amp; quote Al Davis. #justrunbaby #Trump2016 Don't disappoint. There isn't another way 2 make America great again""","2015-06-02 12:39:29"
10192,1,"""@kenziestruder: @realDonaldTrump for pres 2016 🙌🙌🙌🙌🙌🙌""","2015-06-02 12:37:21"
10193,1,"""@RickysPlace1: @realDonaldTrump @dxkelley @BOBonTCN Definitely a great president!!""","2015-06-02 12:37:10"
10194,1,"""@dxkelley: @BOBonTCN does Mister Runyan think that Donald Trump would make a good president, or a great president?"" Great.","2015-06-02 12:28:45"
10195,1,"""@MasterBaxter8: @realDonaldTrump awaiting your response on June 16. You would be the best ever.""","2015-06-02 06:26:08"
10196,1,"""@mikegallagher24: @realDonaldTrump Check out what a great quarterback you once were. With Jim Kelly many years ago. https://t.co/h2Jgjc3RIZ","2015-06-02 06:15:05"
10197,1,"""@amy_pardue: @realDonaldTrump @puppyslug please sir run we need AMERICA BACK YOU CAN DO THIS A TRUE BELIEVER""","2015-06-02 06:10:49"
10198,1,"""@thatxystkid: I honestly believe that @realDonaldTrump would make a great president""  Thank you.","2015-06-02 06:10:10"
10199,1,"""@jm9145: @realDonaldTrump Trump for President!""","2015-06-02 06:09:22"
10200,1,"""@JollyGoodman181: Vote Trump for President 2016 Americans last hope Donald Trump... Let's take OUR country back. Vote for the ""Don"" 2016""","2015-06-02 06:08:52"
10201,1,"""@jm9145: @realDonaldTrump Please run!!! USA needs a leader!""","2015-06-02 06:08:25"
10202,1,"""@davidkaifaith: golf at donald trump's place is always a good idea http://t.co/hj7bujG3TG""","2015-06-01 23:46:43"
10203,1,"""@annnotari13: @realDonaldTrump Just Do it!✔️""","2015-06-01 23:15:36"
10204,1,"""@Louie_Avella: #Trump2016 lets go @realDonaldTrump""","2015-06-01 23:10:36"
10205,1,"""@puppyslug: I care about are country &amp; that is why ill vote for @realDonaldTrump if he runs he BETTER run coz Amercia needs saving &amp; FAST""","2015-06-01 23:09:52"
10206,1,"""@_Snurk: @realDonaldTrump set's the HIGHEST BAR OF ALL he is great &amp; will #MakeAmericaGrateAgain! He has SMARTS, SAVVY, KNOWHOW! #Tump2016""","2015-06-01 22:54:42"
10207,1,"""@pepsidaisy: DonaldTrump Wish I could be there! Can't wait for 06/16/15 @ 11am! #MakeAmericaGreatAgain #Trump2016 http://t.co/MzTBqb1r5R","2015-06-01 22:53:52"
10208,1,"""@The_Truth_Sir: @realDonaldTrump @foxandfriends A great way to start out the Monday. Thanks!""","2015-06-01 12:49:30"
10209,1,"""@aalucero: @pacsgirl36  I luv Donald Trump, in his sleep he is leaps &amp; bounds over what we have now - I have no doubt he luvs America!""","2015-06-01 12:47:42"
10210,1,"""@jkellywwip: @realDonaldTrump killed it on @foxandfriends""","2015-06-01 11:29:21"
10211,1,"""@pacsgirl36: @realDonaldTrump run !!! We need a real winner in the white house not another all talk no action politician! !!""","2015-06-01 11:29:13"
10212,1,"I will be on @foxandfriends at 7:00 A.M.  ENJOY!","2015-06-01 10:23:13"
10213,1,"""@yankzpat: HEY! I hope to meet @realDonaldTrump on Thursday in Mason City, IA and get an autograph and a picture! Can't wait!! #Trump2016""","2015-06-01 09:54:51"
10214,1,"""@VanityFair: Donald Trump has constructed a wonder of a golf course in the Bronx http://t.co/v0n9ZF1ttS http://t.co/YxweLz5UCj"" Thank you.","2015-06-01 00:40:17"
10215,1,"""@entreprenershp: As long as you’re going to be thinking anyway, think big. – Donald Trump""","2015-06-01 00:34:54"
10216,1,"""@Great: ""Money was never a big motivation for me, except as a way to keep score. The real excitement is playing the game."" - Donald Trump""","2015-06-01 00:33:54"
10217,1,"""@WSJPolitics: Donald Trump's poll numbers would qualify him for a GOP debate, but Carly Fiorina and Lindsey Graham would be out.","2015-06-01 00:32:05"
12851,0,"RT @realDonaldTrump: Happy Birthday @DonaldJTrumpJr!
https://t.co/uRxyCD3hBz","2016-12-31 18:59:04"
12852,0,"Happy Birthday @DonaldJTrumpJr!
https://t.co/uRxyCD3hBz","2016-12-31 18:58:12"
12853,1,"Happy New Year to all, including to my many enemies and those who have fought me and lost so badly they just don't know what to do. Love!","2016-12-31 13:17:21"
12854,1,"Russians are playing @CNN and @NBCNews for such fools - funny to watch, they don't have a clue! @FoxNews totally gets it!","2016-12-30 22:18:18"
12855,0,"Join @AmerIcan32, founded by Hall of Fame legend @JimBrownNFL32 on 1/19/2017 in Washington, D.C.… https://t.co/9WJZ8iTCQV","2016-12-30 19:46:55"
12856,1,"Great move on delay (by V. Putin) - I always knew he was very smart!","2016-12-30 19:41:33"
12857,0,"My Administration will follow two simple rules: https://t.co/ZWk0j4H8Qy","2016-12-29 14:54:21"
12858,0,"'Economists say Trump delivered hope' https://t.co/SjGBgglIuQ","2016-12-28 22:06:28"
12859,1,"not anymore. The beginning of the end was the horrible Iran deal, and now this (U.N.)! Stay strong Israel, January 20th is fast approaching!","2016-12-28 14:25:11"
12860,1,"We cannot continue to let Israel be treated with such total disdain and disrespect. They used to have a great friend in the U.S., but.......","2016-12-28 14:19:46"
12861,1,"Doing my best to disregard the many inflammatory President O statements and roadblocks.Thought it was going to be a smooth transition - NOT!","2016-12-28 14:07:13"
12862,1,"The U.S. Consumer Confidence Index for December surged nearly four points to 113.7, THE HIGHEST LEVEL IN MORE THAN 15 YEARS! Thanks Donald!","2016-12-28 03:10:07"
12863,1,"President Obama campaigned hard (and personally) in the very important swing states, and lost.The voters wanted to MAKE AMERICA GREAT AGAIN!","2016-12-27 21:52:29"
12864,1,"The DJT Foundation, unlike most foundations, never paid fees, rent, salaries or any expenses. 100% of money goes to wonderful charities!","2016-12-27 03:06:59"
12865,1,"I gave millions of dollars to DJT Foundation, raised or recieved millions more, ALL of which is given to charity, and media won't report!","2016-12-27 02:53:20"
12866,0,"The world was gloomy before I won - there was no hope. Now the market is up nearly 10% and Christmas spending is over a trillion dollars!","2016-12-26 23:32:28"
12867,1,"The United Nations has such great potential but right now it is just a club for people to get together, talk and have a good time. So sad!","2016-12-26 21:41:58"
12868,1,"President Obama said that he thinks he would have won against me. He should say that but I say NO WAY! - jobs leaving, ISIS, OCare, etc.","2016-12-26 21:36:28"
12869,1,"Merry Christmas and a very, very, very , very Happy New Year to everyone!","2016-12-25 17:48:48"
12870,0,"#MerryChristmas https://t.co/5GgDmJrGMS","2016-12-25 12:46:41"
12871,1,".@FoxNews - ""Objectified"" tonight at 10:00 P.M. Enjoy!","2016-12-25 00:21:08"
12872,0,"Happy #Hanukkah https://t.co/UvZwtykV1E","2016-12-24 21:44:32"
12873,1,"The big loss yesterday for Israel in the United Nations will make it much harder to negotiate peace.Too bad, but we will get it done anyway!","2016-12-24 21:33:27"
12874,1,".@NBCNews purposely left out this part of my nuclear qoute: ""until such time as the world comes to its senses regarding nukes.""  Dishonest!","2016-12-24 20:59:30"
12875,1,"Vladimir Putin said today about Hillary and Dems: ""In my opinion, it is humiliating. One must be able to lose with dignity.""  So true!","2016-12-24 00:13:02"
12876,1,"slaughter you. This is a purely religious threat, which turned into reality. Such hatred! When will the U.S., and all countries, fight back?","2016-12-23 21:23:00"
12877,1,"The terrorist who killed so many people in Germany said just before crime, ""by God's will we will slaughter you pigs, I swear, we will......","2016-12-23 21:17:42"
12878,0,"As to the U.N., things will be different after Jan. 20th.","2016-12-23 20:14:34"
12879,1,"my presidency. Isn't this a ridiculous shame? He loves these kids, has raised millions of dollars for them, and now must stop. Wrong answer!","2016-12-23 11:58:36"
12880,1,"My wonderful son, Eric, will no longer be allowed to raise money for children with cancer because of a possible conflict of interest with...","2016-12-23 11:53:05"
12881,1,"The so-called ""A"" list celebrities are all wanting tixs to the inauguration, but look what they did for Hillary, NOTHING. I want the PEOPLE!","2016-12-23 01:59:58"
12882,1,"Based on the tremendous cost and cost overruns of the Lockheed Martin F-35, I have asked Boeing to price-out a comparable F-18 Super Hornet!","2016-12-22 22:26:05"
12883,1,"The United States must greatly strengthen and expand its nuclear capability until such time as the world comes to its senses regarding nukes","2016-12-22 16:50:30"
